Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,min_MPG,max_MPG,avg_MPG
2012,Honda,Civic EX,Used,12999,4.5,310,Polished Metal Metallic,fwd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,19XFB2F8XCE019020,19020,85453,4.3,4.3,4.4,4.6,4.5,4.8,WA,Dealer,28,39,33.5
2023,Honda,Ridgeline RTL,New,43470,4.9,273,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB008156,PB008156,10,5,4.8,4.8,4.2,5,5,TX,Dealer,17.825,24.075,20.95
2023,Honda,Ridgeline RTL,New,43580,4.9,273,Radiant Red Metallic II,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB019853,PB019853,10,5,4.8,4.8,4.2,5,5,TX,Dealer,17.825,24.075,20.95
2021,Honda,CR-V Hybrid Touring,Used,35664,2.8,590,Obsidian Blue Pearl,awd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,7FART6H92ME007600,ME007600A,23701,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer,40,35,37.5
2022,Honda,Accord Hybrid Sport,New,32165,4.9,3405,Lunar Silver Metallic,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F24NA040898,NA040898,0,4.9,5,5,4.9,4.9,5,TX,Dealer,44,41,42.5
2020,Honda,Pilot EX-L,Honda Certified,33993,5,3857,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H55LB011117,T8998A,35491,4.6,4.5,4.2,4.1,4.5,4.1,NE,Dealer,18,26,22
2021,Honda,Pilot Special Edition,Honda Certified,37375,4.7,1362,Lunar Silver,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H24MB002965,A6007881,37717,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer,19,26,22.5
2019,Honda,Insight Touring,Used,26699,4.8,194,White Orchid Pearl,fwd,Hybrid,automatic,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F9XKE033698,KE033698,25440,4.6,4.8,4.5,4.7,4.8,4.8,TX,Dealer,51,45,48
2020,Honda,CR-V Hybrid EX,Used,31033,5,639,Black,awd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,7FART6H53LE014759,LE014759,39378,4.7,4.6,4.3,4.3,4.6,4.6,AR,Dealer,40,35,37.5
2021,Honda,HR-V EX,Used,28804,4.7,1,Platinum White Pearl,fwd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU5H59MM728874,2049,22956,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer,28,34,31
2018,Honda,Civic Sport,Honda Certified,19500,4.6,1144,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,SHHFK7H45JU237394,9237394,54541,4.7,4.7,4.8,4.8,4.9,4.8,ND,Dealer,30,36,33
2022,Honda,Accord Sport 1.5T,New,30470,4.6,1144,Sonic Gray Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32NA107530,8107530,14,5,5,5,5,5,5,ND,Dealer,29,35,32
2017,Honda,Civic Touring,Used,19117,4.4,257,RED,fwd,Gasoline,cvt,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,2HGFC3B93HH357955,C3961,74843,4.7,4.7,4.8,4.8,4.8,4.8,AR,Dealer,31,40,35.5
2022,Honda,Accord Touring 2.0T,Honda Certified,37495,5,2232,Radiant Red Metallic,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F96NA005917,R225103,3833,5,5,5,5,5,5,MN,Dealer,22,32,27
2023,Honda,HR-V Sport,New,29614,3.8,596,Platinum White Pearl,awd,Gasoline,cvt,Regular Unleaded I-4 2.0 L/122,3CZRZ2H56PM725838,8BH525N,6,4,5,4,5,5,5,MN,Dealer,25,30,27.5
2020,Honda,Passport Sport,Honda Certified,31499,5,2352,Deep Scarlet Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H22LB019211,P13096,18936,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer,19,24,21.5
2021,Honda,Accord Hybrid EX,Used,27500,4.9,1862,Platinum White Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F46MA001116,11476A,52296,4.7,4.5,4.5,4.4,4.6,4.4,MO,Dealer,48,48,48
2022,Honda,Pilot Sport,Used,35899,5,7,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB034817,A1128,9322,5,5,5,5,5,5,LA,Dealer,19,26,22.5
2020,Honda,CR-V LX,Honda Certified,26779,4.8,272,Platinum White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RW2H27LL005796,9P0633,27682,4.9,4.8,4.8,4.8,4.9,4.9,WI,Dealer,27,32,29.5
2021,Honda,Accord Hybrid Base,Used,26995,4.3,2727,Modern Steel Metallic,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F10MA001831,L223706A,26505,4.7,4.5,4.5,4.4,4.6,4.4,IL,Dealer,48,48,48
2022,Honda,Pilot TrailSport,New,44990,4.6,1607,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H86NB091508,NB091508,5,5,5,5,5,5,5,TN,Dealer,19,25,22
2018,Honda,Odyssey EX-L,Used,26995,4.6,5,Silver,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H72JB077698,77698,72119,4.8,4.7,4.6,4.3,4.7,4.6,KY,Dealer,19,28,23.5
2018,Honda,Odyssey Elite,Used,29995,4.6,165,White,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H92JB018409,18409,74852,4.8,4.7,4.6,4.3,4.7,4.6,KY,Dealer,19,28,23.5
2021,Honda,Civic Sport,Used,26992,4.7,9,Silver,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,SHHFK7H49MU416784,MY4484,11550,4.6,4.7,4.7,4.6,4.8,4.6,WI,Dealer,29,35,32
2008,Honda,Civic LX,Used,4995,4,8,Gold,fwd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,1HGFA16558L049223,64134973,231000,4.2,4.4,4.3,4.5,4.5,4.7,IL,Dealer,25,36,30.5
2019,Honda,Odyssey LX,Used,24437,4.6,0,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H27KB073474,901622B,66128,4.8,4.6,4.5,4.3,4.7,4.5,IL,Dealer,19,28,23.5
2023,Honda,Odyssey Elite,New,51420,3.9,841,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H97PB034811,PB034811,4,5,5,4,4,4,5,WI,Dealer,19,28,23.5
2015,Honda,Accord LX,Used,15999,4.5,1020,Blue,fwd,Gasoline,cvt,Regular Unleaded I-4 2.4 L/144,1HGCR2F32FA022389,P5117,59421,4.7,4.6,4.7,4.7,4.7,4.8,IL,Dealer,27,36,31.5
2020,Honda,Pilot Touring 8-Passenger,Used,35947,4.9,525,Black,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H91LB002773,H56148A,42631,4.6,4.5,4.2,4.1,4.5,4.1,IL,Dealer,19,26,22.5
2020,Honda,Pilot Touring 8-Passenger,Honda Certified,35674,4.9,525,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H90LB022836,H55835A,44439,4.6,4.5,4.2,4.1,4.5,4.1,IL,Dealer,19,26,22.5
2023,Honda,Pilot Elite,New,51830,3.9,161,Sonic Gray Pearl,awd,Gasoline,automatic,Premium Unleaded V-6 3.5 L/212,5FNYG1H84PB004241,62486,1,4.9,4.8,4.8,4.7,4.7,4.8,WI,Dealer,19,25,22
2023,Honda,CR-V EX-L,New,37450,2.4,246,Platinum White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H74PE010380,L61326,7,5,5,5,4,4,5,IL,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,Pilot Sport,New,40992.59545,3.9,235,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H36PB002009,47667,2,5,5,5,5,5,5,IN,Dealer,19.10945274,26.10447761,22.60696517
2018,Honda,Ridgeline RTL-E,Used,30452,4.9,5604,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F72JB005746,42293A,48583,4.9,4.8,4.8,4.6,4.8,4.9,WI,Dealer,18,25,21.5
2019,Honda,Ridgeline RTL-E,Used,36675,4.5,44,Gray,awd,Gasoline,automatic,V6 Cylinder Engine,5FPYK3F72KB004310,21184,11062,4.9,4.8,4.8,4.6,4.7,4.9,TN,Dealer,18,25,21.5
2019,Honda,HR-V Sport,Used,22990,4.7,344,Aegean Blue Metallic,fwd,Gasoline,cvt,4 Cylinder Engine,3CZRU5H18KM728990,PM721068A,26314,4.6,4.6,4.4,4.6,4.8,4.7,TN,Dealer,28,34,31
2002,Honda,CR-V EX,Used,6990,3.9,348,Silver,awd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,JHLRD78822C081506,81506,172068,4.2,4.5,4.5,4.7,4.5,4.8,IN,Dealer,22,26,24
2017,Honda,Ridgeline RTL-E,Used,16995,4.7,187,White,awd,Gasoline,automatic,V6 Cylinder Engine,5FPYK3F70HB026699,26699,236492,4.8,4.7,4.7,4.4,4.7,4.7,KY,Dealer,18,25,21.5
2023,Honda,CR-V EX,New,34250,4.6,146,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H4XPE003892,1903892,85,5,5,5,4,4,5,TN,Dealer,26.14772727,31.85227273,29
2023,Honda,CR-V EX-L,New,36900,5,5006,White,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH411008,23267,6,5,5,5,4,4,5,IN,Dealer,26.13043478,32.0326087,29.08152174
2022,Honda,CR-V Touring,Honda Certified,35598,4.5,463,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARW2H96NE014471,FJ0121A,8000,4.9,4.8,4.7,4.8,4.7,4.9,KY,Dealer,27,32,29.5
2023,Honda,CR-V EX,New,34405,3,2142,Urban Gray Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H44PE013477,41804-71,6,5,5,5,4,4,5,OH,Dealer,26.14772727,31.85227273,29
2022,Honda,Pilot Special Edition,New,44600,4.5,1732,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H25NB093763,496321,2857,5,5,5,5,5,5,GA,Dealer,19,26,22.5
2021,Honda,Pilot Touring 7-Passenger,Honda Certified,38295,4.4,365,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H60MB017773,0660-22A,28002,4.9,4.8,4.8,4.7,4.7,4.8,MI,Dealer,19,26,22.5
2023,Honda,CR-V EX,New,34405,4.7,14,Canyon,awd,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,5J6RS4H40PL003225,17461,2,5,5,5,4,4,5,OH,Dealer,26.14772727,31.85227273,29
2016,Honda,CR-V EX-L,Used,21418,4.6,1168,White Diamond Pearl,awd,Gasoline,automatic,2.4L I4 16V GDI DOHC,5J6RM4H74GL025605,GL025605,64364,4.6,4.5,4.6,4.6,4.7,4.7,MI,Dealer,25,31,28
2023,Honda,Ridgeline Black Edition,New,47525,4.7,5360,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F81PB016285,23-0161,8,5,4.8,4.8,4.2,5,5,OH,Dealer,18.07692308,24.26923077,21.17307692
2022,Honda,CR-V Special Edition,Used,32995,4.2,157,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARW2H72NE007287,9984,11493,4.9,4.8,4.7,4.8,4.7,4.9,OH,Dealer,27,32,29.5
2022,Honda,CR-V EX,Used,30985,5,84,Radiant Red Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RW1H58NL000078,11103,19022,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer,28,34,31
2010,Honda,Accord LX-P,Used,8862,5,3600,Basque Red Pearl,fwd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,1HGCP2F40AA150377,A023386B,131000,4.3,4.4,4.4,4.4,4.5,4.6,FL,Dealer,21,31,26
2023,Honda,Odyssey EX-L,New,41905,4.4,24,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H62PB037623,H4908,3,5,5,4,4,4,5,NY,Dealer,18.93220339,27.80508475,23.36864407
2019,Honda,Odyssey EX-L,Used,30199,4.6,1504,Gray,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H78KB064956,KB064956,49650,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer,19,28,23.5
2021,Honda,HR-V EX,Used,23999,5,29258,Lunar Silver Metallic,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H58MM743145,O376817,39000,4.7,4.6,4.6,4.7,4.7,4.8,FL,Dealer,26,31,28.5
2021,Honda,Passport Sport,Used,31895,4.8,166,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H24MB000953,U1126,22463,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer,19,24,21.5
2016,Honda,Pilot EX,Used,19995,4.6,7,Silver,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H32GB012438,2P771167,89544,4.7,4.6,4.5,4.4,4.6,4.6,VA,Dealer,18,26,22
2021,Honda,Pilot EX,Used,28748,4.2,468,Silver,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H38MB032463,CP22202,42339,4.9,4.8,4.8,4.7,4.7,4.8,VA,Dealer,19,26,22.5
2023,Honda,CR-V EX,New,32855,4.8,1277,Meteorite Gray Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RS4H47PL002766,H002766,3,5,5,5,4,4,5,VA,Dealer,26.14772727,31.85227273,29
2017,Honda,Accord LX,Used,13895,4.8,2,Silver,fwd,Gasoline,automatic,2.4L I4 16V GDI DOHC,1HGCR2F30HA302928,302928,125421,4.8,4.8,4.8,4.8,4.8,4.9,MD,Dealer,27,36,31.5
2017,Honda,Pilot Touring,Used,27899,4.6,433,Gray,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H94HB030817,H556566,62118,4.8,4.7,4.7,4.6,4.7,4.7,NY,Dealer,19,26,22.5
2017,Honda,Pilot EX,Used,20799,4.7,103,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H38HB101061,14317,107461,4.8,4.7,4.7,4.6,4.7,4.7,NY,Dealer,18,26,22
2023,Honda,HR-V Sport,New,29040,4.6,25,Urban Gray Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H54PM725045,725045,75,4,5,4,5,5,5,MD,Dealer,26.17241379,31.44827586,28.81034483
2022,Honda,Accord Hybrid Sport,New,33165,5,3575,Lunar Silver Metallic,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F25NA046953,S87782,3,4.9,5,5,4.9,4.9,5,PA,Dealer,44,41,42.5
2022,Honda,Passport Elite,New,47620,4.9,536,Sonic Gray Pearl,awd,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H03NB031207,H29449,0,5,5,4.9,5,4.9,5,DE,Dealer,19,24,21.5
2016,Honda,HR-V EX,Used,18495,5,1079,Crystal Black Pearl,fwd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU5H50GM716214,G11322B,60009,4.4,4.4,4.2,4.5,4.6,4.7,MD,Dealer,28,35,31.5
2022,Honda,Accord Sport 1.5T,New,30470,5,1571,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F30NA076472,H221257,10,5,5,5,5,5,5,NJ,Dealer,29,35,32
2005,Honda,Odyssey Touring,Used,6333,4.1,85,Midnight Blue Metallic,fwd,Gasoline,automatic,3.5L V6 24V MPFI SOHC,5FNRL38825B057867,8342,125015,4.8,4.6,4.6,4.5,4.5,4.6,NJ,Dealer,20,28,24
2010,Honda,Civic Hybrid,Used,6995,4.3,12,Silver,fwd,Hybrid,automatic,1.3L I4 8V MPFI SOHC Hybrid,JHMFA3F22AS004945,65862788,129577,4.5,4.4,3.7,4.4,4.4,4.4,NJ,Dealer,40,45,42.5
2012,Honda,CR-Z EX,Used,8995,4.9,155,Black,fwd,Hybrid,manual,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1C6XCS002468,2468,115568,4.2,4.7,4.4,4.8,4.9,4.8,NY,Dealer,31,37,34
2010,Honda,Fit Sport,Used,10495,4.8,583,Gray,fwd,Gasoline,automatic,1.5L I4 16V MPFI SOHC,JHMGE8H4XAC018915,22474,106364,4.1,4.4,4.3,4.7,4.3,4.8,NY,Dealer,27,33,30
2016,Honda,Pilot EX-L,Used,19793,4.2,90,Black Forest Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H55GB054538,220476A,75359,4.7,4.6,4.5,4.4,4.6,4.6,NY,Dealer,18,26,22
2022,Honda,CR-V Touring,Used,36977,4.9,4786,Crystal Black Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRW2H92NH610643,U35260P,11640,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer,27,32,29.5
2017,Honda,Civic Si,Used,22784,4.8,830,White Orchid Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E59HH700961,25412,48283,4.7,4.7,4.8,4.8,4.8,4.8,CT,Dealer,28,38,33
2017,Honda,Accord Hybrid Base,Used,19995,4.8,698,White Orchid Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,JHMCR6F35HC000446,15518T,64773,4.8,4.8,4.7,4.6,4.9,4.8,CT,Dealer,49,47,48
2020,Honda,Insight Touring,Used,25329,4.8,3,Gray,fwd,Hybrid,automatic,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F96LE015216,22495D,52170,4.5,4.8,4.5,4.8,4.9,5,VT,Dealer,51,45,48
2023,Honda,Ridgeline Black Edition,New,48990,4.6,1493,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XPB018987,H230201,15,5,4.8,4.8,4.2,5,5,MA,Dealer,18.07692308,24.26923077,21.17307692
2023,Honda,CR-V EX,New,36750,4.6,1493,Platinum White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H41PH411243,H230191,15,5,5,5,4,4,5,MA,Dealer,26.14772727,31.85227273,29
2018,Honda,Civic Touring,Used,23064,5,951,White,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,JHMFC1F97JX042170,JX042170P,25072,4.7,4.7,4.8,4.8,4.9,4.8,MA,Dealer,32,42,37
2022,Honda,Accord Hybrid Sport,New,32560,5,9,Sonic Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F27NA047022,821719,6,4.9,5,5,4.9,4.9,5,CA,Dealer,44,41,42.5
2018,Honda,Odyssey Elite,Used,30530,4.5,801,White,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H93JB030648,JB030648,65792,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer,19,28,23.5
2012,Honda,CR-V EX,Used,12990,4.5,364,Blue,fwd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,JHLRM3H51CC003914,220868,156155,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer,23,31,27
2019,Honda,Civic Si Base,Used,24964,2.4,98,Lunar Silver Metallic,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A54KH750773,K1903A,35474,4.7,4.8,4.7,4.8,4.8,4.9,AZ,Dealer,28,38,33
2023,Honda,Ridgeline Black,New,53915,5,292,Sonic Gray Pearl,awd,Gasoline,automatic,V6 Cylinder Engine,5FPYK3F81PB014892,H1397,4,5,4.8,4.8,4.2,5,5,CA,Dealer,18,24,21
2023,Honda,Civic Si Base,New,35645,5,292,Platinum White Pearl,fwd,Gasoline,manual,4 Cylinder Engine,2HGFE1E56PH471499,H1420,6,4.7,4.8,4.7,4.8,4.8,4.9,CA,Dealer,27,37,32
2022,Honda,Pilot Touring 7-Passenger,Used,42988,4.4,3879,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H67NB004000,NB004000P,8729,5,5,5,5,5,5,CA,Dealer,20,27,23.5
2016,Honda,CR-V SE,Used,19998,4.6,31,Gray,awd,Gasoline,automatic,2.4L I4 16V GDI DOHC,5J6RM4H40GL030001,11668,54705,4.6,4.5,4.6,4.6,4.7,4.7,UT,Dealer,25,31,28
2023,Honda,Odyssey Touring,New,46400,5,1395,Platinum White,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H85PB038119,73966,10,5,5,4,4,4,5,AZ,Dealer,19.05405405,27.97297297,23.51351351
2019,Honda,Civic Si Base,Used,24999,5,274,Gray,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A50KH754352,AB10309,16825,4.7,4.8,4.7,4.8,4.8,4.9,AZ,Dealer,28,38,33
2017,Honda,Civic LX,Used,17950,4.8,1,Black,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,2HGFC2F5XHH507433,507433,73145,4.7,4.7,4.8,4.8,4.8,4.8,AZ,Dealer,31,40,35.5
2023,Honda,Civic Sport Touring,New,32000,5,1164,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,19XFL1H89PE002932,230370,12,4.6,4.9,4.4,4.6,4.6,4.7,AZ,Dealer,29.8,36.66666667,33.23333333
2020,Honda,Pilot EX-L,Used,31000,5,11948,Modern Steel Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H59LB025757,20470,27152,4.6,4.5,4.2,4.1,4.5,4.1,AZ,Dealer,19,27,23
2019,Honda,Civic Si Base,Used,26415,4.7,5248,Platinum White Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A50KH754612,KH754612,36427,4.7,4.8,4.7,4.8,4.8,4.9,AZ,Dealer,28,38,33
2015,Honda,CR-V EX-L,Used,21949,4.6,1421,Silver,awd,Gasoline,automatic,2.4L I4 16V GDI DOHC,5J6RM4H77FL013995,FL013995H,58769,4.4,4.4,4.3,4.3,4.6,4.5,OR,Dealer,26,33,29.5
2022,Honda,Passport Elite,New,46655,4.6,947,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H07NB010828,H22757,280,5,5,4.9,5,4.9,5,TX,Dealer,19,24,21.5
2023,Honda,Pilot Elite,New,53375,5,1370,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H89PB004851,2H30332,1,4.9,4.8,4.8,4.7,4.7,4.8,CO,Dealer,19,25.93617021,22.46808511
2019,Honda,Accord Sport,Used,23998,4.8,3063,San Marino Red,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36KA165331,KA165331,32088,4.7,4.7,4.7,4.7,4.8,4.8,CO,Dealer,29,35,32
2019,Honda,Passport Sport,Honda Certified,29098,4.8,563,Black Copper Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H24KB020410,H17115A,27509,4.8,4.7,4.7,4.6,4.7,4.8,WA,Dealer,19,24,21.5
2019,Honda,Civic LX,Used,20980,4.9,39,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,2HGFC2F69KH584505,23510,34286,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer,30,38,34
2022,Honda,Pilot Sport,New,41770,4.7,1056,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB082925,229276,7,5,5,5,5,5,5,WA,Dealer,19,26,22.5
2022,Honda,Passport Elite,New,50907,4.9,2,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H01NB031223,BN64,19,5,5,4.9,5,4.9,5,WY,Dealer,19,24,21.5
2019,Honda,Civic LX,Used,18997,4.9,25,Crystal Black Pearl,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,19XFC2F64KE207140,3AU3155A,36746,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer,30,38,34
2017,Honda,Accord EX-L,Used,21262,5,961,Crystal Black Pearl,fwd,Gasoline,automatic,2.4L I4 16V GDI DOHC,1HGCT1B85HA002198,HA002198A,44256,4.8,4.8,4.8,4.8,4.8,4.9,TX,Dealer,26,34,30
2023,Honda,Ridgeline RTL-E,New,49320,5,1143,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F71PB002538,34157,10,5,4.8,4.8,4.2,5,5,NE,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Ridgeline Black Edition,Used,43342,4.6,1120,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F88NB012151,NB012151,7562,5,4.9,4.9,4.3,4.7,5,MO,Dealer,18,24,21
2017,Honda,Pilot Elite,Used,25500,4.9,2925,White Diamond Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H0XHB021878,S11444,85329,4.8,4.7,4.7,4.6,4.7,4.7,MO,Dealer,19,26,22.5
2022,Honda,Accord Hybrid Sport,New,36887,4.8,602,Sonic Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F27NA041544,NA041544,13,4.9,5,5,4.9,4.9,5,AR,Dealer,44,41,42.5
2021,Honda,CR-V EX,Used,25889,5,610,Modern Steel Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RW1H59MA010855,RMA010855,39034,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer,28,34,31
2019,Honda,Accord LX,Used,22999,4.5,1627,Champagne Frost Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F13KA070403,KA070403A,29549,4.7,4.7,4.7,4.7,4.8,4.8,IA,Dealer,30,38,34
2009,Honda,Accord EX-L,Used,7990,4.3,178,White,fwd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,1HGCP26859A012297,22349B,130569,4.4,4.4,4.3,4.4,4.5,4.5,MN,Dealer,21,30,25.5
2021,Honda,Pilot Special Edition,Honda Certified,37498,4.9,840,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H20MB017155,PL1258,24442,4.9,4.8,4.8,4.7,4.7,4.8,MN,Dealer,19,26,22.5
